year,price,d12,e12,ret,retx,aaa,baa,lty,ltr,corpr,tbl,rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag,date,date_m,price_m,d12_m,e12_m,ret_decimal,rfree_m,dfy_m,tbl_m,tms_m,ntis_m,dp,ge,gm,gs,ms,r_log,dp_annual,ge_annual,m_annual,gm_annual,ret_lead
1929,21.45,0.97,1.61,-0.088348,-0.121345,0.0467,0.0595,0.034,0.0341,0.0327,0.0303,0.046385,0.045221,0.046367,0.075058,0.602484,0.338458,0.0037,0.0128,-0.001369,0.005848,0.720593,0.163522,0.124614,,,,,,,,,-1.796712,,,0.232517,0.0,,,,,0.015081,0.491607,0.602303,0.651888,0.651888,,0.092711,,,-0.070695,,-0.248477,0.5958,,,1929-12-31,1929-12-31,21.45,0.97,1.61,-0.08834779718404882,0.0038666666666666663,0.011766666666666667,0.044199999999999996,-0.008166666666666668,0.11758958333333334,0.0037613709351942202,0.15415067982725836,-0.28095788398183136,0.0375335512349066,0.04129492217010082,-0.09249694067494553,0.0037613709351942202,0.15415067982725836,13.322981366459626,-0.28095788398183136,-0.3052067362779718
1930,15.34,0.98,0.97,-0.263029,-0.295861,0.0452,0.0671,0.033,0.0464,0.0798,0.0148,0.024314,0.063885,0.059143,0.063233,1.010309,0.554745,0.0182,0.0219,0.033321,-0.063953,0.307847,0.113887,0.066649,,,,,,,,,-1.525002,,,-0.058696,-0.038961,,,,,0.115588,0.519422,0.071657,0.559663,0.431776,,0.079325,,,-0.068041,,-0.259306,0.468641,,,1930-12-31,1930-12-31,15.34,0.98,0.97,-0.26302851802574095,0.002,0.013525,0.022291666666666668,0.010799999999999999,0.13450533333333334,0.005309651093773754,-0.5066933864810803,0.1714325370461644,0.014212576867749582,0.019522227961523336,-0.3052067362779718,0.005309651093773754,-0.5066933864810803,15.814432989690722,0.1714325370461644,-0.6074338122859267
1931,8.12,0.82,0.61,-0.455253,-0.489204,0.0532,0.1042,0.0407,-0.0532,-0.0185,0.0241,0.009682,0.100985,0.086316,0.075123,1.344262,1.170732,0.0166,0.051,0.034648,-0.093168,0.144665,-0.012921,0.159403,,,,,,,,,-1.326126,,,-0.285267,-0.030769,,,,,0.165739,0.492427,-1.206809,0.400803,0.204371,,0.092151,,,-0.088855,,-0.281164,0.578417,,,1931-12-31,1931-12-31,8.12,0.82,0.61,-0.4552532134388382,0.0009000000000000001,0.03045,0.011466666666666667,0.023175,0.045453,0.00838022277891529,-0.4638371143300716,-0.172296527435452,0.001666821013379588,0.010047043792294878,-0.6074338122859267,0.00838022277891529,-0.4638371143300716,13.311475409836065,-0.172296527435452,-0.09311030131236347
1932,6.89,0.5,0.41,-0.088907,-0.148369,0.0459,0.0842,0.0315,0.1685,0.1082,0.0004,0.01262,0.072569,0.076336,0.059507,1.219512,1.442084,0.0311,0.0383,-0.06025,-0.10274,0.037267,-0.005032,0.307452,,,,,,,,,-1.114328,,,-0.470974,0.0,,,,,0.074596,0.542247,0.229949,0.678756,0.158092,,0.119122,,,0.079435,,-0.305591,0.560773,,,1932-12-31,1932-12-31,6.89,0.5,0.41,-0.08890737901354392,0.0007916666666666666,0.04196666666666667,0.0078000000000000005,0.026183333333333333,-0.01505825,0.0060291995011981,-0.3973017974690035,0.23304272832098413,-0.02674615876725256,-0.02071695926605446,-0.09311030131236347,0.0060291995011981,-0.3973017974690035,16.804878048780488,0.23304272832098413,0.4269082191401499
1933,10.1,0.44,0.44,0.532512,0.472272,0.045,0.0775,0.0336,-0.0007,0.1038,0.0029,0.003726,0.043564,0.044534,0.043564,1.0,0.829026,0.0307,0.0325,0.104454,0.007634,0.401055,0.006195,0.221817,,,,,,,,,-1.502601,,,-0.352107,0.0,,,,,0.103717,0.442031,0.124153,0.907978,0.258861,,0.090982,,,-0.132077,,-0.28528,0.53626,,,1933-12-31,1933-12-31,10.1,0.44,0.44,0.5325117224684854,0.00025,0.03269166666666667,0.002558333333333333,0.029075,-0.0019021666666666668,0.0036237891739498203,0.07061756721395342,0.31184677160769314,-0.01794725462366358,-0.014323465449713758,0.4269082191401499,0.0036237891739498203,0.07061756721395342,22.954545454545453,0.31184677160769314,-0.02515576983112925
1934,9.5,0.45,0.49,-0.024842,-0.061886,0.0381,0.0623,0.0293,0.1001,0.1384,0.0023,0.002227,0.047368,0.04717,0.051579,0.918367,0.773741,0.027,0.0242,0.038284,0.015152,0.071283,0.020813,0.066592,,,,,,,,,-1.410748,,,-0.307478,-0.109505,,,,,0.108915,0.482482,0.608704,0.939498,0.272949,,0.059967,,,0.028668,,-0.248345,0.29376,,,1934-12-31,1934-12-31,9.5,0.45,0.49,-0.02484187908492768,0.00015000000000000001,0.023175,0.0027833333333333334,0.027341666666666667,0.012329,0.003939598004080243,0.10763066419236536,-0.16887428943308394,-0.0029711710235400457,0.0009684269805401973,-0.02515576983112925,0.003939598004080243,0.10763066419236536,19.387755102040817,-0.16887428943308394,0.37592025910260646
1935,13.43,0.47,0.76,0.456331,0.399691,0.0344,0.053,0.0276,0.05,0.0961,0.0015,0.001826,0.034996,0.036293,0.05659,0.618421,0.559911,0.0261,0.0186,0.046188,0.029851,0.066196,0.008689,0.035507,,,,,,,,,-1.633366,,,-0.151035,0.0519,,,,,0.114061,0.465238,0.396007,0.970965,0.378125,,0.079137,,,0.079884,,-0.232309,0.278523,,,1935-12-31,1935-12-31,13.43,0.47,0.76,0.45633067981158054,0.00011666666666666667,0.02149166666666667,0.001675,0.025916666666666668,0.012480499999999999,0.0029121120985707775,0.4389130421757044,-0.0927138302470536,-0.007330173709593782,-0.004418061611023004,0.37592025910260646,0.0029121120985707775,0.4389130421757044,17.671052631578945,-0.0927138302470536,0.28831537187536155
1936,17.18,0.72,1.02,0.334178,0.279453,0.031,0.0453,0.0255,0.075,0.0674,0.0012,0.001776,0.041909,0.041667,0.059371,0.705882,0.458588,0.0243,0.0143,-0.007515,0.014493,0.120577,0.025225,0.031256,,,,,,,,,-1.728128,,,-0.010712,0.009796,,,,,0.078531,0.403581,0.566485,0.972958,0.471968,,0.060696,,,0.061972,,-0.217684,0.289063,,,1936-12-31,1936-12-31,17.18,0.72,1.02,0.33417835439037824,0.00015000000000000001,0.015308333333333334,0.001725,0.025316666666666668,0.01895825,0.003486348679437726,0.29423947299793995,-0.047984566976976784,-0.020273255405408235,-0.01678690672597051,0.28831537187536155,0.003486348679437726,0.29423947299793995,16.84313725490196,-0.047984566976976784,-0.44618554528554105
1937,10.55,0.8,1.13,-0.359935,-0.394224,0.0321,0.0573,0.0273,0.0023,0.0275,0.0011,0.002928,0.075829,0.072007,0.107109,0.707965,0.707489,0.0262,0.0252,0.025141,0.028571,0.312372,0.031775,0.099633,,,0.002833,,,,,,-1.541381,,,-0.347484,-0.06383,,,,,0.017868,0.449412,0.662708,0.621656,0.31705,,0.068716,,,-0.179633,,-0.213824,0.540019,,,1937-12-31,1937-12-31,10.55,0.8,1.13,-0.3599352846339422,0.00024166666666666664,0.017675,0.002758333333333333,0.024975,0.031689166666666664,0.006299233427987159,0.10241500542806935,-0.5900350620621032,-0.006232122260363856,6.711116762330317e-05,-0.44618554528554105,0.006299233427987159,0.10241500542806935,9.33628318584071,-0.5900350620621032,0.2570300628767892
1938,13.21,0.51,0.64,0.293084,0.242537,0.0308,0.0527,0.0252,0.0551,0.0613,0.0003,0.0008,0.038607,0.040063,0.048448,0.796875,0.572039,0.0249,0.0219,0.006208,-0.027778,0.044923,0.005722,0.112143,,,0.004167,,,,,,-1.518621,,,-0.252626,0.0,,,,,0.083094,0.547498,0.360852,0.976468,0.404964,,0.062128,,,0.095305,,-0.230226,0.340443,,,1938-12-31,1938-12-31,13.21,0.51,0.64,0.2930840296022916,-3.333333333333333e-05,0.02605,0.00065,0.025391666666666663,0.020352333333333333,0.003212095345590151,-0.5685047353526685,0.793352993964827,-0.021811838338745924,-0.018599742993155772,0.2570300628767892,0.003212095345590151,-0.5685047353526685,20.640625,0.793352993964827,-0.011103415399703156
1939,12.49,0.62,0.9,-0.011042,-0.056695,0.0294,0.0492,0.0226,0.0595,0.0397,0.0004,0.000575,0.04964,0.05082,0.072058,0.688889,0.580705,0.0222,0.0198,-0.019834,0.0,0.08549,0.002551,0.06642,,,0.006074,,,,,,-1.366703,,,-0.101947,0.041667,,,,,0.087127,0.542516,0.279872,0.961968,0.393499,,0.055309,,,0.11565,,-0.229244,0.250358,,,1939-12-31,1939-12-31,12.49,0.62,0.9,-0.011042431919995608,8.333333333333334e-06,0.01955,0.0004583333333333333,0.023116666666666664,-0.0013541666666666667,0.0041281102634438014,0.3409265869705932,-0.3969723813673408,-0.0016394911411495682,0.002488619122294233,-0.011103415399703156,0.0041281102634438014,0.3409265869705932,13.877777777777778,-0.3969723813673408,-0.10291018683367684
1940,10.58,0.67,1.05,-0.097792,-0.1517,0.0271,0.0445,0.0194,0.0609,0.0339,0.0002,0.000525,0.063327,0.063148,0.099244,0.638095,0.729048,0.0192,0.0174,-0.026982,0.007143,0.118712,0.012589,0.04805,,,0.004262,,,,,,-1.318858,,,-0.030839,0.064697,,,,,0.030473,0.566764,0.556778,0.858181,0.34402,,0.045138,,,0.059116,,-0.226406,0.319078,,,1940-12-31,1940-12-31,10.58,0.67,1.05,-0.0977918053729741,-1.6666666666666667e-05,0.01908333333333333,0.00035833333333333333,0.021591666666666665,0.008010416666666667,0.00526337677644575,0.15415067982725836,-0.3201135775345913,0.013596685774182066,0.018860062550627818,-0.10291018683367684,0.00526337677644575,0.15415067982725836,10.076190476190476,-0.3201135775345913,-0.12100672616760758
1941,8.69,0.71,1.16,-0.113972,-0.176768,0.028,0.0438,0.0204,0.0093,0.0273,0.0033,0.000875,0.081703,0.078022,0.133487,0.612069,0.88951,0.0171,0.0158,0.017996,0.099291,0.114209,0.010343,0.022472,,,0.003447,,,,,,-1.476002,,,0.110232,0.0,,,,,0.04213,0.51348,0.211594,0.830601,0.291104,,0.058705,,,0.021942,,-0.215565,0.330717,,,1941-12-31,1941-12-31,8.69,0.71,1.16,-0.11397216585242702,3.333333333333333e-05,0.015600000000000001,0.0012916666666666667,0.018375,0.010291,0.006785518461548936,0.09962984094884114,-0.2964223281016939,0.06931471805599451,0.07610023651754345,-0.12100672616760758,0.006785518461548936,0.09962984094884114,7.491379310344827,-0.2964223281016939,0.19029716689164175
1942,9.77,0.59,1.03,0.209609,0.129992,0.0281,0.0428,0.0246,0.0322,0.026,0.0038,0.003329,0.060389,0.063509,0.105425,0.572816,0.862647,0.0208,0.0147,-0.006197,0.090323,0.1238,0.001812,0.018051,,,0.005101,,,,,,-1.242269,,,0.239918,0.0,,,,,0.073058,0.55299,0.728173,0.998662,0.313246,,0.044246,,,0.084214,,-0.202837,0.187628,,,1942-12-31,1942-12-31,9.77,0.59,1.03,0.20960877437486503,0.00023333333333333333,0.014533333333333334,0.0034249999999999997,0.021075,0.007779166666666667,0.0050197918825576615,-0.11886120287672881,0.23600472965411948,0.020031124181618804,0.025050916064176466,0.19029716689164175,0.0050197918825576615,-0.11886120287672881,9.485436893203882,0.23600472965411948,0.2363827254143342
1943,11.67,0.61,0.94,0.266659,0.203313,0.0274,0.0382,0.0248,0.0209,0.0283,0.0038,0.003805,0.052271,0.055354,0.080548,0.648936,0.787402,0.021,0.0108,0.007447,0.029586,0.164306,0.014423,0.016087,,,0.001962,,,,,,-1.402786,,,0.33762,0.0,,,,,0.104508,0.432768,0.353496,0.931902,0.356508,,0.041782,,,0.04365,,-0.186589,0.306616,,,1943-12-31,1943-12-31,11.67,0.61,0.94,0.26665880690465893,0.0003,0.0118,0.0038,0.020791666666666667,0.008816,0.004346438849400929,-0.09143420595963195,0.26913918620340527,-0.0020836348200284245,0.0022628040293725046,0.2363827254143342,0.004346438849400929,-0.09143420595963195,12.414893617021278,0.26913918620340527,0.19196821117905488
1944,13.28,0.64,0.93,0.211632,0.151353,0.027,0.0349,0.0246,0.0282,0.0473,0.0038,0.003805,0.048193,0.049883,0.07003,0.688172,0.743764,0.0208,0.0079,0.019171,0.022989,0.164524,0.019062,0.0084,,,0.003522,,,,,,-1.463287,,,0.292887,0.0,,,,,0.084779,0.350977,-0.00161,0.997702,0.398589,,0.048094,,,-0.003231,,-0.178526,0.201573,,,1944-12-31,1944-12-31,13.28,0.64,0.93,0.21163231625495285,0.000275,0.008866666666666667,0.0038,0.020916666666666667,0.01394,0.004008021397538819,-0.010695289116747806,0.13993298686657085,-1.8561541192951835e-17,0.004008021397538801,0.19196821117905488,0.004008021397538819,-0.010695289116747806,14.279569892473116,0.13993298686657085,0.3123588312579453
1945,17.36,0.66,0.96,0.366645,0.309747,0.0261,0.031,0.0199,0.1073,0.0408,0.0038,0.003805,0.038018,0.038394,0.0553,0.6875,0.613239,0.0161,0.0049,-0.066552,0.022472,0.21174,0.025525,0.015969,-0.052898,,0.004328,,,,,,-1.838924,,,-0.071394,0.0,,,,,-0.001591,0.305332,0.030438,0.985139,0.5061,,0.033732,,,-0.110814,,-0.168225,0.252549,,,1945-12-31,1945-12-31,17.36,0.66,0.96,0.36664523423720524,0.0002666666666666666,0.006625,0.0038,0.0185,0.01846725,0.0031631945857604005,0.03174869831458027,0.2361608668693361,-0.013198277291723261,-0.010035082705962862,0.3123588312579453,0.0031631945857604005,0.03174869831458027,18.083333333333332,0.2361608668693361,-0.09738793684729397
1946,15.3,0.71,1.06,-0.092796,-0.128429,0.0261,0.0317,0.0212,-0.0008,0.0172,0.0038,0.003805,0.046405,0.048398,0.069281,0.669811,0.692438,0.0174,0.0056,0.018071,0.181319,0.318482,0.036076,0.046371,0.058383,,0.001781,,,,,,-1.747633,,,-0.006116,0.0,,,,,0.100992,0.32073,0.231059,0.833882,0.464884,,0.036619,,,0.049791,,-0.161187,0.414457,,,1946-12-31,1946-12-31,15.3,0.71,1.06,-0.09279551735404017,0.0003,0.0052,0.0038,0.017116666666666665,0.03762058333333333,0.003859644377141249,0.09909090264423097,-0.22540678347804516,-0.007842123574648498,-0.003982479197507249,-0.09738793684729397,0.003859644377141249,0.09909090264423097,14.433962264150944,-0.22540678347804516,0.04792407493669186
1947,15.3,0.84,1.61,0.049091,-0.0065,0.0286,0.0352,0.0243,-0.0263,-0.0234,0.0095,0.004858,0.054902,0.056037,0.105229,0.521739,0.725326,0.0148,0.0066,0.002911,0.088372,0.23963,0.025922,0.019339,0.079056,0.034653,0.004761,,,,,0.041942,-1.587584,,,0.000195,0.028,,,,,0.044704,0.356385,0.306246,0.969548,0.475274,,0.039228,,-0.012727,0.027326,,-0.162314,0.200286,,,1947-12-31,1947-12-31,15.3,0.84,1.61,0.049090888769833696,0.0004166666666666666,0.0062499999999999995,0.006008333333333333,0.015791666666666666,0.026591666666666666,0.004564729152114714,0.4179652708723958,-0.417965270872396,0.018593708183606422,0.023158437335721135,0.04792407493669186,0.004564729152114714,0.4179652708723958,9.50310559006211,-0.417965270872396,0.0512461932783107
1948,15.2,0.93,2.29,0.052582,-0.008405,0.0279,0.0353,0.0237,0.0339,0.0414,0.0116,0.010138,0.061184,0.063051,0.150658,0.406114,0.840948,0.0121,0.0074,0.007509,0.029915,0.15714,0.015015,0.0221,0.054523,0.03493,0.001633,,,,,0.052106,-1.451783,,,-0.045333,0.0,,,,,0.069464,0.353012,0.306561,0.917892,0.465147,,0.036424,,0.006484,-0.010445,,-0.17037,0.437022,,,1948-12-31,1948-12-31,15.2,0.93,2.29,0.052581721819032236,0.0006749999999999999,0.006491666666666666,0.010450000000000001,0.013525,0.02270725,0.00508572993470282,0.3523176385697766,-0.3588750391159357,0.02532341591985173,0.03040914585455455,0.0512461932783107,0.00508572993470282,0.3523176385697766,6.637554585152838,-0.3588750391159357,0.16600076088162685
1949,16.76,1.14,2.32,0.180574,0.097705,0.0258,0.0331,0.0209,0.0644,0.0331,0.011,0.011474,0.068019,0.070984,0.138425,0.491379,0.796429,0.0099,0.0073,-0.031303,-0.020747,0.191869,0.027176,0.012306,0.051693,0.029374,0.004252,,,,,0.062322,-1.444342,,,-0.128634,0.0,,,,,0.037089,0.341203,0.251098,1.0,0.526064,,0.037034,,0.003246,-0.00463,,-0.18601,0.170227,,,1949-12-31,1949-12-31,16.76,1.14,2.32,0.18057448906670223,0.000925,0.007566666666666667,0.01115,0.010791666666666666,0.019127083333333333,0.005652253632087066,0.013015368112070227,0.08468429908963632,0.018266650334092326,0.023918903966179392,0.16600076088162685,0.005652253632087066,0.013015368112070227,7.224137931034484,0.08468429908963632,0.28477134037831897
1950,20.41,1.47,2.84,0.329458,0.230299,0.0267,0.032,0.0224,0.0005,0.0212,0.0134,0.011726,0.072024,0.075346,0.139147,0.517606,0.722538,0.009,0.0053,0.020647,0.059322,0.227023,0.031359,0.021461,0.004356,0.034471,0.005663,,,,,0.054807,-1.717517,,,0.041941,0.0,,,,,0.024387,0.332322,0.119823,0.999788,0.617625,,0.051567,,-0.008451,0.017251,,-0.196438,0.392294,,,1950-12-31,1950-12-31,20.41,1.47,2.84,0.3294582088723358,0.0010083333333333333,0.006175,0.012033333333333333,0.0097,0.0280895,0.005984019810456883,0.20223686649489617,-0.005206984727079655,0.05371316298289115,0.059697182793348035,0.28477134037831897,0.005984019810456883,0.20223686649489617,7.18661971830986,-0.005206984727079655,0.21046430836513572
1951,23.77,1.41,2.44,0.234251,0.160198,0.0301,0.0361,0.0269,-0.0394,-0.0269,0.0173,0.014629,0.059318,0.061626,0.10265,0.577869,0.721316,0.0096,0.006,0.012519,0.06,0.264824,0.036151,0.012182,0.004147,0.032664,0.004147,,,,,0.06403,-1.40586,-1.474896,,-0.002241,0.0,,,,,0.055197,0.342424,0.216072,0.974165,0.706325,,0.022217,,0.000989,0.006894,-0.519085,-0.198451,0.278641,,,1951-12-31,1951-12-31,23.77,1.41,2.44,0.2342505169348228,0.0012333333333333332,0.005533333333333334,0.015175,0.009733333333333333,0.031800416666666664,0.004931028194288869,-0.15180601286800408,0.30420531741835316,0.06931471805599451,0.07424574625028338,0.21046430836513572,0.004931028194288869,-0.15180601286800408,9.741803278688524,0.30420531741835316,0.17346747484032984
1952,26.57,1.41,2.4,0.189422,0.122797,0.0297,0.0351,0.0279,0.0117,0.0352,0.0209,0.016931,0.053067,0.054949,0.090327,0.5875,0.694073,0.007,0.0054,0.023516,0.007547,0.202497,0.026536,0.00659,-0.000777,0.032688,0.003446,,,,,0.057511,-1.426028,-0.791406,,0.062469,0.0,,,,,0.082202,0.359351,0.248996,0.999658,0.7658,,0.027274,,0.009628,0.071574,0.792587,-0.206771,0.209102,,,1952-12-31,1952-12-31,26.57,1.41,2.4,0.1894224779757826,0.0013666666666666669,0.005633333333333333,0.017225,0.0094,0.03043725,0.004412531217121179,-0.016529301951210582,0.12788778035083043,0.08835334283188417,0.09276587404900535,0.17346747484032984,0.004412531217121179,-0.016529301951210582,11.070833333333335,0.12788778035083043,-0.01722245879558587
1953,24.81,1.45,2.51,-0.017075,-0.073017,0.0313,0.0374,0.0274,0.0363,0.0341,0.016,0.02015,0.058444,0.058562,0.101169,0.577689,0.759701,0.0114,0.0061,-0.002144,0.007491,0.203978,0.024823,0.008279,-0.020183,0.034021,0.002793,-0.043414,,,,0.055077,-1.384899,-0.811956,,-0.031168,0.0,,,,,0.062024,0.402253,0.275035,0.956125,0.736942,-2.316534,0.02928,,-0.009,-0.047138,0.54945,-0.21686,0.169243,,,1953-12-31,1953-12-31,24.81,1.45,2.51,-0.017075141824572353,0.001508333333333333,0.005341666666666667,0.018908333333333333,0.010316666666666667,0.026074083333333335,0.0048585262018233325,0.04481401578979264,-0.11334997785780507,0.08706316526067613,0.09192169146249947,-0.01722245879558587,0.0048585262018233325,0.04481401578979264,9.884462151394423,-0.11334997785780507,0.4229663965438196
1954,35.98,1.54,2.77,0.526483,0.449937,0.029,0.0345,0.0272,0.0718,0.0539,0.0115,0.010742,0.042802,0.044977,0.076987,0.555957,0.60412,0.0157,0.0055,-0.017918,-0.007435,0.213197,0.026993,0.00839,0.007232,0.032568,0.002845,-0.041052,,,,0.049131,-1.737582,0.664239,,-0.040418,0.0,,,,,0.085676,0.337632,0.28738,1.0,1.0,-2.588906,0.050162,,0.008883,0.02775,1.055849,-0.226311,0.219704,,,1954-12-31,1954-12-31,35.98,1.54,2.77,0.5264830511094092,0.0007166666666666667,0.006058333333333333,0.009383333333333334,0.018075,0.01971625,0.0035604504354763687,0.09856456705555473,0.2731518637631225,0.0866098604038356,0.09017031083931197,0.4229663965438196,0.0035604504354763687,0.09856456705555473,12.98916967509025,0.2731518637631225,0.27230088616347503
1955,45.48,1.64,3.62,0.312982,0.257908,0.0315,0.0362,0.0295,-0.0128,0.0048,0.0254,0.014855,0.03606,0.036036,0.079595,0.453039,0.509828,0.0041,0.0047,0.017632,0.003745,0.275391,0.025245,0.02162,-0.00934,0.036607,0.000244,0.003609,,,,0.044825,-1.579157,-0.964593,,0.039368,0.0,,,,,0.085433,0.365675,0.03966,1.0,1.0,-2.559969,0.028561,,0.015103,0.023746,1.055849,-0.229559,0.28973,,,1955-12-31,1955-12-31,45.48,1.64,3.62,0.3129824890185764,0.0013,0.004775,0.017249999999999998,0.012058333333333332,0.026096916666666668,0.003000477936243101,0.2676267056384325,-0.033317265278484276,0.07804554357697199,0.08104602151321509,0.27230088616347503,0.003000477936243101,0.2676267056384325,12.563535911602209,-0.033317265278484276,0.06229287656417115
1956,46.67,1.74,3.41,0.064274,0.021809,0.0375,0.0437,0.0345,-0.0559,-0.0681,0.0321,0.02554,0.037283,0.038598,0.073066,0.510264,0.544177,0.0024,0.0062,-0.012204,0.029851,0.268489,0.02615,0.01389,-0.017608,0.035574,0.00097,-0.013847,,,,0.045216,-1.609933,0.677435,,0.029876,0.0,,,,,0.118309,0.353393,0.382186,0.958584,0.958584,-2.65166,0.033507,,0.006301,0.036486,-1.660325,-0.231526,0.329678,,,1956-12-31,1956-12-31,46.67,1.74,3.41,0.06427433169210064,0.0020333333333333336,0.0051333333333333335,0.026275000000000003,0.005108333333333334,0.02659175,0.003102104429128203,-0.05976173454225429,0.08559062562164335,0.06034548319996229,0.06344758762909049,0.06229287656417115,0.003102104429128203,-0.05976173454225429,13.686217008797653,0.08559062562164335,-0.11445507945076576
1957,39.99,1.79,3.37,-0.108148,-0.147014,0.0381,0.0503,0.0323,0.0747,0.0871,0.0304,0.03318,0.044761,0.042905,0.084271,0.531157,0.653676,0.0019,0.0122,0.012471,0.028986,0.227001,0.034873,0.017547,-0.013007,0.034144,0.000668,-0.032194,,,,0.045301,-1.607558,-0.829598,,-0.083278,0.023333,,,,,0.057746,0.346511,0.024971,0.836627,0.836177,-2.505312,0.047657,,0.000437,-0.042145,-2.68188,-0.233369,0.468436,,,1957-12-31,1957-12-31,39.99,1.79,3.37,-0.1081478147177079,0.0025916666666666666,0.008291666666666668,0.03225,0.0024916666666666668,0.03236716666666666,0.003723159622974491,-0.011799546931155055,-0.1426725901718421,0.05463475558200108,0.05835791520497557,-0.11445507945076576,0.003723159622974491,-0.011799546931155055,11.86646884272997,-0.1426725901718421,0.3628477528919659
1958,55.21,1.75,2.89,0.437417,0.382753,0.0408,0.0485,0.0382,-0.0611,-0.0222,0.0277,0.019151,0.031697,0.033346,0.052346,0.605536,0.511779,0.0105,0.0077,0.038892,0.017606,0.164835,0.023686,0.008489,0.010693,0.030806,0.001586,-0.057796,,,,0.046661,-1.775056,-0.451899,,-0.072867,0.0,,,,-0.001222,0.158954,0.332365,0.414451,1.0,1.0,-2.987761,0.036845,,0.004493,0.045035,1.055849,-0.238086,0.2356,,,1958-12-31,1958-12-31,55.21,1.75,2.89,0.43741685462499924,0.0012666666666666666,0.009391666666666666,0.017708333333333333,0.01680833333333333,0.02095058333333333,0.0026379472483511,-0.1536562422399296,0.47617091567715586,0.07537718023763802,0.07801512748598913,0.3628477528919659,0.0026379472483511,-0.1536562422399296,19.103806228373703,0.47617091567715586,0.11690086888389291
1959,59.89,1.83,3.39,0.124008,0.088055,0.0458,0.0528,0.0447,-0.0227,-0.0097,0.0449,0.032434,0.030556,0.0314,0.056604,0.539823,0.457784,-0.0002,0.007,0.012996,0.017301,0.26244,0.022856,0.008449,0.007977,0.032559,0.000975,-0.005045,,,,0.042663,-1.80225,-1.145185,,-0.029653,0.0,,,,-0.026319,0.090481,0.324093,0.575141,1.0,1.0,-2.917513,0.029527,,0.005716,0.004782,0.781623,-0.240884,0.129065,,,1959-12-31,1959-12-31,59.89,1.83,3.39,0.12400828542067759,0.00245,0.006716666666666667,0.03385833333333333,0.008075,0.0272635,0.0025430985294099995,0.15957341926801807,-0.07820796928760021,0.06630952185250927,0.06885262038191926,0.11690086888389291,0.0025430985294099995,0.15957341926801807,17.666666666666668,-0.07820796928760021,0.005883657292267169
1960,58.11,1.95,3.27,0.005901,-0.028461,0.0435,0.051,0.038,0.1379,0.0907,0.0225,0.032224,0.033557,0.03511,0.056273,0.59633,0.550423,0.0155,0.0075,-0.047269,0.013605,0.204156,0.022761,0.010161,0.013139,0.032442,-0.001363,-0.053428,,,,0.043757,-1.737643,0.587012,,-0.13403,0.0,,,,-0.021545,0.123016,0.341086,0.72661,0.898493,0.898493,-2.915229,0.026918,,0.002763,-0.024104,0.81888,-0.246511,0.181978,,,1960-12-31,1960-12-31,58.11,1.95,3.27,0.0059007575690469705,0.0022,0.007791666666666666,0.028833333333333332,0.011666666666666667,0.025159249999999998,0.002792517871673427,-0.03603993648319693,0.005868156293839828,0.0567999910369865,0.05959250890865993,0.005883657292267169,0.002792517871673427,-0.03603993648319693,17.77064220183486,0.005868156293839828,0.23985827869601337
1961,71.55,2.02,3.19,0.271069,0.233555,0.0442,0.051,0.0415,0.0097,0.0482,0.026,0.023326,0.028232,0.028323,0.044584,0.633229,0.505922,0.0155,0.0068,0.038505,0.006711,0.284412,0.022324,0.006488,0.015882,0.033057,-0.002211,-0.059928,,,,0.045381,-1.83788,-0.682749,,-0.056175,0.0,,,,0.029926,0.018596,0.325038,0.58848,0.99487,0.99487,-3.150173,0.036326,,0.012027,0.035068,1.055849,-0.252012,0.090319,,,1961-12-31,1961-12-31,71.55,2.02,3.19,0.27106895989688184,0.0017499999999999998,0.0072499999999999995,0.023541666666666666,0.016633333333333333,0.023456666666666667,0.0023499039442825857,-0.024769068112408858,0.23282780802785455,0.050580045583923997,0.05292994952820658,0.23985827869601337,0.0023499039442825857,-0.024769068112408858,22.429467084639498,0.23282780802785455,-0.09154746769264875
1962,63.1,2.13,3.67,-0.087482,-0.118394,0.0424,0.0492,0.0395,0.0688,0.0795,0.0287,0.027351,0.033756,0.034211,0.058162,0.580381,0.591627,0.0108,0.0068,0.010621,0.013333,0.162167,0.019968,0.028545,0.009891,0.03374,-0.002797,-0.043439,,,,0.044243,-1.717805,-0.628188,,-0.061808,0.0,,,,0.08016,0.05344,0.460792,0.219394,0.898197,0.88732,-2.882403,0.029344,,0.006238,0.008443,0.27792,-0.256243,0.338107,,,1962-12-31,1962-12-31,63.1,2.13,3.67,-0.08748161938715351,0.0022416666666666665,0.0069500000000000004,0.027733333333333332,0.0124,0.026683083333333333,0.0028090461785869616,0.14017074526972562,-0.26584648172501807,0.06353164299124672,0.06634068916983368,-0.09154746769264875,0.0028090461785869616,0.14017074526972562,17.193460490463217,-0.26584648172501807,0.20446050505322538
