date,forecast_target_date,ret_A_SOP_Markowitz_net,ret_B_SOP_VolManaged_net,ret_C_VIX_Markowitz_net,ret_D_VIX_VolManaged_net,ret_HM_Markowitz_net,ret_BuyHold_net,w_A_SOP_Markowitz,w_B_SOP_VolManaged,w_C_VIX_Markowitz,w_D_VIX_VolManaged,w_HM_Markowitz,w_BuyHold
2017-06-30,2017-07-31,0.030694,0.030694,0.013294278806693437,0.030585706446474528,0.030694,0.020696,1.5,1.5,0.6519708150451344,1.5,1.5,1.0
2017-07-31,2017-08-31,0.002907,0.002907,0.0007016421869144836,0.0017683936379287403,0.002907,0.002238,1.5,1.5,0.27469993286898703,1.0987997314759481,1.5,1.0
2017-08-31,2017-09-30,0.029625,0.029625,0.00952270699350352,0.02902319959721392,0.029625,0.02005,1.5,1.5,0.4651930364985859,1.5,1.5,1.0
2017-09-30,2017-10-31,0.035748,0.035748,0.0018645466409882433,0.005299344782944489,0.035748,0.024132,1.5,1.5,0.06721398171341267,0.2688559268536507,1.5,1.0
2017-10-31,2017-11-30,0.0466835,0.0466835,0.012732940557100838,0.04483678389028048,0.0466835,0.031389,1.5,1.5,0.4067558040678854,1.5,1.5,1.0
2017-11-30,2017-12-31,0.0162735,0.0162735,0.008618951219812869,0.0162735,0.0162735,0.011149,1.5,1.5,0.8125291477552911,1.5,1.5,1.0
2017-12-31,2018-01-31,0.08654,0.08654,0.04400125124604166,0.08654,0.08654,0.05806,1.5,1.5,0.7547048403639172,1.5,1.5,1.0
2018-01-31,2018-02-28,-0.0570415,-0.0570415,-0.05815944273945413,-0.0570415,-0.0570415,-0.037661,1.5,1.5,1.5,1.5,1.5,1.0
2018-02-28,2018-03-31,-0.038788500000000004,-0.018690606580027833,-0.038788500000000004,-0.018690606580027833,-0.038788500000000004,-0.025459,1.5,0.701164854725062,1.5,0.701164854725062,1.5,1.0
2018-03-31,2018-04-30,0.004955,0.003459292178273977,0.004955,0.003459292178273977,0.004955,0.00377,1.5,1.15809758182343,1.5,1.15809758182343,1.5,1.0
2018-04-30,2018-05-31,0.035,0.03448714637273515,0.035,0.03448714637273515,0.035,0.0238,1.5,1.5,1.5,1.5,1.5,1.0
2018-05-31,2018-06-30,0.00956,0.00956,0.00956,0.00956,0.00956,0.00684,1.5,1.5,1.5,1.5,1.5,1.0
2018-06-30,2018-07-31,0.054916,0.054916,0.054916,0.054916,0.054916,0.037144,1.5,1.5,1.5,1.5,1.5,1.0
2018-07-31,2018-08-31,0.048607000000000004,0.048607000000000004,0.04288428889079502,0.048607000000000004,0.048607000000000004,0.032938,1.5,1.5,1.3257289996587802,1.5,1.5,1.0
2018-08-31,2018-09-30,0.0069570000000000005,0.0069570000000000005,0.00651569199080535,0.0069570000000000005,0.0069570000000000005,0.005138,1.5,1.5,1.4158552344795035,1.5,1.5,1.0
2018-09-30,2018-10-31,-0.1035635,-0.1035635,-0.07749289435191646,-0.1035635,-0.1035635,-0.068409,1.5,1.5,1.122950653260434,1.5,1.5,1.0
2018-10-31,2018-11-30,0.028727999999999997,0.015497082450106954,0.02816242597989065,0.015497082450106954,0.028727999999999997,0.019752,1.5,0.8198171113565164,1.5,0.8198171113565164,1.5,1.0
2018-11-30,2018-12-31,-0.136919,-0.12125214928380626,-0.136919,-0.12125214928380626,-0.136919,-0.090646,1.5,1.3225642233677246,1.5,1.3225642233677246,1.5,1.0
2018-12-31,2019-01-31,0.12106349999999999,0.044814513896146733,0.12106349999999999,0.044814513896146733,0.12106349999999999,0.081409,1.5,0.5531359159400354,1.5,0.5531359159400354,1.5,1.0
2019-01-31,2019-02-28,0.046662,0.03808475122315567,0.046662,0.03808475122315567,0.046662,0.031708,1.5,1.2480655924121944,1.5,1.2480655924121944,1.5,1.0
2019-02-28,2019-03-31,0.0283465,0.02796859838861829,0.027769160622623173,0.02796859838861829,0.0283465,0.019531,1.5,1.5,1.4698217878115714,1.5,1.5,1.0
2019-03-31,2019-04-30,0.059893499999999995,0.059893499999999995,0.04592797710866266,0.059893499999999995,0.059893499999999995,0.040629,1.5,1.5,1.1499840063548932,1.5,1.5,1.0
2019-04-30,2019-05-31,-0.09583049999999999,-0.09583049999999999,-0.0607649434635957,-0.09583049999999999,-0.09583049999999999,-0.063187,1.5,1.5,0.9585020059583201,1.5,1.5,1.0
2019-05-31,2019-06-30,0.1034415,0.1034415,0.10262925300893748,0.1034415,0.1034415,0.069561,1.5,1.5,1.5,1.5,1.5,1.0
2019-06-30,2019-07-31,0.0209545,0.0209545,0.018851948600035903,0.0209545,0.0209545,0.014603,1.5,1.5,1.3519642751556644,1.5,1.5,1.0
2019-07-31,2019-08-31,-0.024927499999999995,-0.024927499999999995,-0.025149553587266497,-0.024927499999999995,-0.024927499999999995,-0.016085,1.5,1.5,1.5,1.5,1.5,1.0
2019-08-31,2019-09-30,0.027286499999999995,0.015611827676229512,0.027286499999999995,0.015611827676229512,0.027286499999999995,0.018791,1.5,0.8686294779205838,1.5,0.8686294779205838,1.5,1.0
2019-09-30,2019-10-31,0.0316815,0.030734444216880877,0.0316815,0.030734444216880877,0.0316815,0.021621,1.5,1.5,1.5,1.5,1.5,1.0
2019-10-31,2019-11-30,0.053709,0.053709,0.0321800019076865,0.053709,0.053709,0.036206,1.5,1.5,0.9102613791619598,1.5,1.5,1.0
2019-11-30,2019-12-31,0.0439805,0.0439805,0.022924187146526203,0.0439805,0.0439805,0.029787,1.5,1.5,0.7658707536811704,1.5,1.5,1.0
2019-12-31,2020-01-31,-0.000488,-0.000488,-0.0003882724535079006,-0.000488,-0.000488,0.000108,1.5,1.5,1.0538924903527698,1.5,1.5,1.0
2020-01-31,2020-02-29,-0.123408,-0.123408,-0.12407716126447085,-0.123408,-0.123408,-0.081872,1.5,1.5,1.5,1.5,1.5,1.0
2020-02-29,2020-03-31,-0.18359549999999997,-0.09645630989089263,-0.18359549999999997,-0.09645630989089263,-0.18359549999999997,-0.121997,1.5,0.7839659966218775,1.5,0.7839659966218775,1.5,1.0
2020-03-31,2020-04-30,0.193335,0.04772030100506718,0.193335,0.04772030100506718,0.193335,0.12889,1.5,0.375,1.5,0.375,1.5,1.0
2020-04-30,2020-05-31,0.06377346000695663,0.016018365001739157,0.071677,0.01799425,0.071677,0.047818,1.339417692855391,0.33485442321384773,1.5,0.375,1.5,1.0
2020-05-31,2020-06-30,0.024937268325481717,0.015086890521172742,0.030472,0.018263258443389368,0.030472,0.020348,1.2344305161286004,0.7725948840597381,1.5,0.9388072564214511,1.5,1.0
2020-06-30,2020-07-31,0.06563436539299511,0.02279050058815041,0.085315,0.029647578234099983,0.085315,0.05691,1.1556510232753905,0.40901033980860935,1.5,0.5308830238163635,1.5,1.0
2020-07-31,2020-08-31,0.07909082602023015,0.10641551550971291,0.108052,0.10659832453572454,0.108052,0.072068,1.0987682059555623,1.5,1.5,1.5,1.5,1.0
2020-08-31,2020-09-30,-0.04100791172165815,-0.0572765,-0.0572765,-0.0572765,-0.0572765,-0.038151,1.0737057335235725,1.5,1.5,1.5,1.5,1.0
2020-09-30,2020-10-31,-0.027944936865566428,-0.015893397581837224,-0.0396635,-0.021653501841894705,-0.0396635,-0.026409,1.0569946125507246,0.5495380695684444,1.5,0.7798593243190335,1.5,1.0
2020-10-31,2020-11-30,0.1223324928097453,0.08502007050038876,0.164056,0.1139853095986694,0.164056,0.109404,1.1191328790297133,0.7800801769510973,1.5,1.0455597251696678,1.5,1.0
2020-11-30,2020-12-31,0.04134953676220555,0.04216005030447237,0.062307999999999995,0.0616263395877545,0.062307999999999995,0.041572,0.9989815712731575,1.0229643260043462,1.5,1.5,1.5,1.0
2020-12-31,2021-01-31,-0.010012155744245193,-0.015793553510993482,-0.015078000000000001,-0.015078000000000001,-0.015078000000000001,-0.010052,0.9955195728876822,1.5,1.5,1.5,1.5,1.0
2021-01-31,2021-02-28,0.030802183483791396,0.038107652512669246,0.039155999999999996,0.039155999999999996,0.039155999999999996,0.026104,1.1912251716980928,1.462021899459109,1.5,1.5,1.5,1.0
2021-02-28,2021-03-31,0.05782709798366027,0.06491403284918866,0.064971,0.064971,0.064971,0.043314,1.3402272020403008,1.5,1.5,1.5,1.5,1.0
2021-03-31,2021-04-30,0.08031511179298946,0.080856,0.080856,0.080856,0.080856,0.053904,1.494251793564022,1.5,1.5,1.5,1.5,1.0
2021-04-30,2021-05-31,0.009303377690346034,0.009312,0.009312,0.009312,0.009312,0.006208,1.5,1.5,1.5,1.5,1.5,1.0
2021-05-31,2021-06-30,0.035523,0.035523,0.035523,0.035523,0.035523,0.023682,1.5,1.5,1.5,1.5,1.5,1.0
2021-06-30,2021-07-31,0.036457500000000004,0.036457500000000004,0.036457500000000004,0.036457500000000004,0.036457500000000004,0.024305,1.5,1.5,1.5,1.5,1.5,1.0
2021-07-31,2021-08-31,0.045899999999999996,0.045899999999999996,0.045899999999999996,0.045899999999999996,0.045899999999999996,0.0306,1.5,1.5,1.5,1.5,1.5,1.0
2021-08-31,2021-09-30,-0.0691155,-0.0691155,-0.0691155,-0.0691155,-0.0691155,-0.046077,1.5,1.5,1.5,1.5,1.5,1.0
2021-09-30,2021-10-31,0.105765,0.105765,0.105765,0.105765,0.105765,0.07051,1.5,1.5,1.5,1.5,1.5,1.0
2021-10-31,2021-11-30,-0.010934000000000001,-0.010934000000000001,-0.010934000000000001,-0.010934000000000001,-0.010934000000000001,-0.007256,1.5,1.5,1.5,1.5,1.5,1.0
2021-11-30,2021-12-31,0.06522750000000001,0.06522750000000001,0.06522750000000001,0.06522750000000001,0.06522750000000001,0.043485,1.5,1.5,1.5,1.5,1.5,1.0
2021-12-31,2022-01-31,-0.0783645,-0.0783645,-0.0783645,-0.0783645,-0.0783645,-0.052243,1.5,1.5,1.5,1.5,1.5,1.0
2022-01-31,2022-02-28,-0.0439395,-0.040381152310054395,-0.0439395,-0.040381152310054395,-0.0439395,-0.029293,1.5,1.3719696437971574,1.5,1.3719696437971574,1.5,1.0
